fighter_f_name,fighter_l_name,fighter_nickname,fighter_height_cm,fighter_weight_lbs,fighter_reach_cm,fighter_stance,fighter_dob,fighter_w,fighter_l,fighter_d,fighter_nc_dq,fighter_url
Arman,Ashimov,Mustafa Ozturik,167.64000000000001,125,NULL,,1992-01-14,11,3,1,NULL,http://ufcstats.com/fighter-details/d26a0988c9dc9886
Yanal,Ashmouz,Red Fox,175.26,155,175.26,Orthodox,1995-03-31,8,1,0,NULL,http://ufcstats.com/fighter-details/c739c2995a275314
Asjabharan,NULL,NULL,167.64000000000001,135,NULL,,1992-07-31,7,6,0,NULL,http://ufcstats.com/fighter-details/8be9deb7d6b36354
Askar,Askar,AK-47,170.18,145,175.26,Orthodox,1994-08-19,11,1,0,NULL,http://ufcstats.com/fighter-details/2abc414136504554
Askar,Askarov,Bullet,167.64000000000001,125,170.18,Orthodox,1992-10-09,14,1,1,NULL,http://ufcstats.com/fighter-details/b1d19449397541dc
Cyril,Asker,Silverback,182.88,247,187.96,Orthodox,1985-12-24,9,4,0,NULL,http://ufcstats.com/fighter-details/9be6020024133293
Khusein,Askhabov,Nohcho,172.72,145,175.26,Orthodox,1995-02-13,23,1,0,NULL,http://ufcstats.com/fighter-details/5c10da56d712ac9c
Scott,Askham,NULL,190.5,185,190.5,Southpaw,1988-05-20,14,4,0,NULL,http://ufcstats.com/fighter-details/06827d70c53ff0d9
Ben,Askren,Funky,180.34,170,185.42,Orthodox,1984-07-18,19,2,0,1,http://ufcstats.com/fighter-details/0b31f87be71ebbb1
Ibo,Aslan,The Last Ottoman,190.5,205,195.58,Orthodox,1996-04-23,13,1,0,NULL,http://ufcstats.com/fighter-details/6e8f1bcdda94ff45
Tom,Aspinall,NULL,195.57999999999998,256,198.12,Orthodox,1993-04-11,15,3,0,NULL,http://ufcstats.com/fighter-details/399afbabc02376b5
Bruno,Assis,Brunao,187.96,185,NULL,Orthodox,1992-05-23,8,4,0,NULL,http://ufcstats.com/fighter-details/ff222167cce02919
Junior,Assuncao,NULL,175.26,145,182.88,Orthodox,1981-06-24,16,6,0,NULL,http://ufcstats.com/fighter-details/d0d7160824278840
Raphael,Assuncao,NULL,165.1,135,167.64,Orthodox,1982-07-19,28,10,0,NULL,http://ufcstats.com/fighter-details/2f13e4020cea5b38
Michael,Aswell,The Texas Kid,172.72,145,175.26,Orthodox,2000-09-27,9,2,0,NULL,http://ufcstats.com/fighter-details/01c9e4013afce141
Bazigit,Atajev,Volk,185.42,230,NULL,Orthodox,NULL,17,1,0,NULL,http://ufcstats.com/fighter-details/fd7acf42bd6e7e95
Rich,Attonito,The Raging Bull,177.8,170,182.88,Orthodox,1977-06-16,10,5,0,NULL,http://ufcstats.com/fighter-details/210935fd21670f6d
Olivier,Aubin-Mercier,The Canadian Gangster,175.26,155,177.8,Southpaw,1989-02-23,11,5,0,NULL,http://ufcstats.com/fighter-details/55ee431411ccf07a
Pat,Audinwood,Awesomely Awesome,182.88,155,NULL,Orthodox,1986-04-16,11,2,1,NULL,http://ufcstats.com/fighter-details/196ed28337adc630
Jose,Augusto,Gugu,190.5,251,NULL,,1992-03-28,6,2,0,1,http://ufcstats.com/fighter-details/4d3b08ab127c7585
Marcus,Aurelio,Maximus,177.8,155,187.96,Orthodox,1973-08-18,22,10,0,NULL,http://ufcstats.com/fighter-details/04643fd03d9159cc
David,Avellan,NULL,175.26,185,NULL,Orthodox,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/956dcac65e7b34d6
Blas,Avena,The Disciple,182.88,170,187.96,Orthodox,1983-06-30,8,7,0,1,http://ufcstats.com/fighter-details/8753e125f4499816
Levi,Avera,NULL,185.42,170,NULL,,1982-05-17,18,15,0,NULL,http://ufcstats.com/fighter-details/ba5c6eeb8ef45f5c
Anthony,Avila,NULL,170.18,145,NULL,,1988-12-29,13,5,0,NULL,http://ufcstats.com/fighter-details/033d19259f589457
Chris,Avila,NULL,177.8,145,NULL,Orthodox,1993-01-16,5,4,0,NULL,http://ufcstats.com/fighter-details/4665cbf36b08193b
Julia,Avila,Raging Panda,170.18,135,172.72,Orthodox,1988-05-11,9,3,0,NULL,http://ufcstats.com/fighter-details/86d9dbe1bfcbade7
Saad,Awad,Assassin,180.34,155,NULL,,1983-06-07,20,9,0,NULL,http://ufcstats.com/fighter-details/da603332ad41f165
Javy,Ayala,Eye Candy,185.42,265,NULL,,1988-08-20,10,5,0,NULL,http://ufcstats.com/fighter-details/26387c19f32dda0f
Jessin,Ayari,NULL,182.88,155,185.42,Orthodox,1992-05-31,16,6,0,NULL,http://ufcstats.com/fighter-details/6eaec40f724852f4
Abu,Azaitar,Captain Morocco,175.26,185,193.04,Orthodox,1986-03-10,14,4,1,NULL,http://ufcstats.com/fighter-details/46d0a888d87d91ac
Ottman,Azaitar,Bulldozer,172.72,155,180.34,Switch,1990-02-20,13,2,0,NULL,http://ufcstats.com/fighter-details/ee18ff42063174df
Luiz,Azeredo,NULL,175.26,154,NULL,Orthodox,1976-06-10,15,10,0,NULL,http://ufcstats.com/fighter-details/063649e21bc9d6d5
Luciano,Azevedo,NULL,190.5,161,NULL,Orthodox,1981-06-25,17,9,1,NULL,http://ufcstats.com/fighter-details/9bcfb40dbcd50568
Hunter,Azure,NULL,172.72,145,175.26,Orthodox,1992-03-02,9,2,0,NULL,http://ufcstats.com/fighter-details/2af2f2e26c4c0402
Niklas,Backstrom,NULL,185.42,145,NULL,Orthodox,1989-08-22,11,3,0,1,http://ufcstats.com/fighter-details/39cc64bf0a269db9
Seth,Baczynski,The Polish Pistola,190.5,170,190.5,Orthodox,1981-10-26,20,14,0,NULL,http://ufcstats.com/fighter-details/fd5b6598a3b70c0a
Abdul,Azeem Badakhshi,The Afghan Lion,NULL,145,NULL,,NULL,13,3,0,NULL,http://ufcstats.com/fighter-details/968764372c49eab6
Ryan,Bader,Darth,187.96,205,187.96,Orthodox,1983-06-07,23,5,0,NULL,http://ufcstats.com/fighter-details/c0ab242c40decc55
Izabela,Badurek,NULL,165.1,115,NULL,Orthodox,1991-07-11,6,3,0,NULL,http://ufcstats.com/fighter-details/4fcf6e0c4e0e6664
Miguel,Baeza,Caramel Thunder,187.96,170,187.96,Orthodox,1992-08-23,10,4,0,NULL,http://ufcstats.com/fighter-details/82d4c957649faf9b
Ali,Bagautinov,Puncher,162.56,125,165.1,Orthodox,1985-06-10,15,6,0,NULL,http://ufcstats.com/fighter-details/3dd92ff9fb0412b3
Mehdi,Baghdad,The Sultan,185.42,155,NULL,Orthodox,1985-04-13,11,5,0,NULL,http://ufcstats.com/fighter-details/e4d2564ea0e34e2b
Melsik,Baghdasaryan,The Gun,175.26,145,177.8,Southpaw,1992-01-28,8,2,0,NULL,http://ufcstats.com/fighter-details/a52bc1e62cf0b7c6
Siyar,Bahadurzada,The Great,180.34,170,185.42,Orthodox,1984-04-17,24,8,1,NULL,http://ufcstats.com/fighter-details/aec185309b4843d0
Ignacio,Bahamondes,La Jaula,190.5,155,190.5,Orthodox,1997-08-27,16,5,0,NULL,http://ufcstats.com/fighter-details/e4a47b07044ddd72
Bahatebole,Batebolati,Lion King,172.72,170,180.34,Southpaw,1997-09-12,10,1,1,NULL,http://ufcstats.com/fighter-details/8f313e9c3a39c06e
Shamar,Bailey,NULL,175.26,155,190.5,Southpaw,1982-09-22,16,11,0,NULL,http://ufcstats.com/fighter-details/e2b8186b618b00c4
Jordan,Bailey,NULL,175.26,145,NULL,,NULL,6,3,0,NULL,http://ufcstats.com/fighter-details/34dbcd4dbaf21a36
Scott,Baker,NULL,182.88,210,NULL,,NULL,1,1,0,NULL,http://ufcstats.com/fighter-details/7d5b12de1625984e
Bryan,Baker,The Beast,190.5,185,NULL,Orthodox,1985-10-13,18,5,0,NULL,http://ufcstats.com/fighter-details/898337ef520fe4d3
Jin,Bala,NULL,175.26,155,NULL,,NULL,23,3,0,NULL,http://ufcstats.com/fighter-details/371efa53bd0cf669
Balajin,NULL,The Snow Leopard,175.26,145,182.88,Orthodox,1992-03-31,23,4,0,NULL,http://ufcstats.com/fighter-details/e626e92a8f2a9737
Oluwale,Bamgbose,Holy War Angel,180.34,185,198.12,Switch,1987-08-04,6,4,0,NULL,http://ufcstats.com/fighter-details/04b39f4e8eb59d7c
Stephen,Banaszak,NULL,182.88,145,NULL,,1990-12-07,5,5,0,NULL,http://ufcstats.com/fighter-details/4c4b44e3cf5815b3
Marcin,Bandel,Bomba,177.8,155,NULL,Orthodox,1989-10-10,15,7,0,NULL,http://ufcstats.com/fighter-details/5c2ce761399dc9c5
Humberto,Bandenay,NULL,180.34,145,180.34,Southpaw,1994-09-04,14,7,0,1,http://ufcstats.com/fighter-details/2c2caf2f2bab9df5
Tae,Hyun Bang,Supernatural,175.26,155,180.34,Switch,1983-04-15,18,10,0,NULL,http://ufcstats.com/fighter-details/9a2d3567abc02e34
Yohan,Banks,NULL,NULL,NULL,NULL,,NULL,2,1,0,NULL,http://ufcstats.com/fighter-details/c50ea21fe9ef478d
Shauna,Bannon,Mama B,165.1,115,165.1,Switch,1993-10-23,6,1,0,NULL,http://ufcstats.com/fighter-details/9c442aaf149ea982
Antonio,Banuelos,NULL,165.1,135,160.02,Orthodox,1979-09-23,20,11,1,NULL,http://ufcstats.com/fighter-details/9ddfb3369a3b0394
Renan,Barao,The Baron,167.64000000000001,145,177.8,Orthodox,1987-01-31,34,9,0,1,http://ufcstats.com/fighter-details/2c99576fefe53c7c
Junior,Barata,NULL,177.8,170,NULL,Orthodox,1982-01-25,9,3,1,NULL,http://ufcstats.com/fighter-details/06dced58ca24a6bd
Maycee,Barber,The Future,165.1,125,165.1,Switch,1998-05-18,14,2,0,NULL,http://ufcstats.com/fighter-details/6a740daf1b279661
Bryan,Barberena,Bam Bam,182.88,185,182.88,Southpaw,1989-05-03,18,12,0,NULL,http://ufcstats.com/fighter-details/a331233f597090a5
Dione,Barbosa,The Witch,167.64000000000001,125,167.64,Orthodox,1992-05-08,7,3,0,NULL,http://ufcstats.com/fighter-details/27b388f0aab49780
Edson,Barboza,Junior,180.34,145,190.5,Orthodox,1986-01-21,24,12,0,NULL,http://ufcstats.com/fighter-details/64a50dad704d1d49
Raoni,Barcelos,NULL,170.18,135,170.18,Orthodox,1987-05-01,18,5,0,NULL,http://ufcstats.com/fighter-details/b9f28e7045fdfce7
Daniel,Barez,NULL,167.64000000000001,125,167.64,Orthodox,1988-12-10,16,6,0,NULL,http://ufcstats.com/fighter-details/e8fe9c15d348e778
Danny,Barlow,LeftHand2God,187.96,170,200.66,Southpaw,1995-08-02,9,0,0,NULL,http://ufcstats.com/fighter-details/b7c5eb7cdbac6a63
Luke,Barnatt,The Bigslow,198.12,185,195.58,Orthodox,1988-04-13,13,4,0,NULL,http://ufcstats.com/fighter-details/172c2135e70f87b7
James,Barnes,Mooka,172.72,135,180.34,Orthodox,1982-05-28,14,5,0,NULL,http://ufcstats.com/fighter-details/c06a5c95f1169c0b
Nick,Barnes,NULL,180.34,170,NULL,,NULL,11,2,0,NULL,http://ufcstats.com/fighter-details/78a5eea49638685d
Shonte,Barnes,Shyne,180.34,185,193.04,Southpaw,1987-02-09,6,2,1,NULL,http://ufcstats.com/fighter-details/e575b6ff678c1aca
Josh,Barnett,The Warmaster,190.5,250,198.12,Orthodox,1977-11-10,35,8,0,NULL,http://ufcstats.com/fighter-details/ad3f53c454cbbead
Chris,Barnett,Beastboy,175.26,265,190.5,Orthodox,1986-06-14,23,8,0,NULL,http://ufcstats.com/fighter-details/7a5e8c94a86f9895
Chris,Barnhizer,NULL,NULL,NULL,NULL,,NULL,2,3,0,NULL,http://ufcstats.com/fighter-details/91e69a1c3c87325b
David,Baron,NULL,167.64000000000001,155,NULL,Switch,1973-02-15,17,4,1,NULL,http://ufcstats.com/fighter-details/80c0bed43da0e27b
Phil,Baroni,The New York Bad Ass,175.26,170,182.88,Orthodox,1976-04-16,15,18,0,NULL,http://ufcstats.com/fighter-details/1652f3213655b935
Dan,Barrera,The Fireman,175.26,170,NULL,Orthodox,1980-12-23,3,1,0,NULL,http://ufcstats.com/fighter-details/f12f979b657ab876
Carlos,Barreto,NULL,193.04,230,NULL,Orthodox,NULL,14,9,0,NULL,http://ufcstats.com/fighter-details/a220be6d41d6f97d
Jose,Barreto,NULL,NULL,185,NULL,Southpaw,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/c32eab6c2119e989
Peter,Barrett,Slippery,177.8,145,185.42,Southpaw,1986-08-10,11,5,0,NULL,http://ufcstats.com/fighter-details/d21113c9ff3788ae
Marc-Andre,Barriault,Powerbar,185.42,185,187.96,Orthodox,1990-02-18,16,8,0,1,http://ufcstats.com/fighter-details/8e9eb3fc86db0f7d
David,Barrios,NULL,167.64000000000001,145,NULL,,NULL,4,8,0,NULL,http://ufcstats.com/fighter-details/e6015889f50075d2
Alexandre,Barros,Baixinho,175.26,170,NULL,Southpaw,1976-11-19,22,11,0,NULL,http://ufcstats.com/fighter-details/8fd1f27e86661ede
Ricardo,Barros,NULL,185.42,205,NULL,,1976-03-22,2,2,0,NULL,http://ufcstats.com/fighter-details/d26394fc0e8e880a
Francimar,Barroso,Bodao,185.42,205,190.5,Orthodox,1980-02-28,19,7,0,1,http://ufcstats.com/fighter-details/b69f24c500d783e7
Pat,Barry,HD,180.34,235,187.96,Orthodox,1979-07-07,8,7,0,NULL,http://ufcstats.com/fighter-details/658c3465581ae46b
Dean,Barry,The Sniper,177.8,170,182.88,Orthodox,1992-07-03,4,2,0,NULL,http://ufcstats.com/fighter-details/a6f3d15cb84334bb
Enrique,Barzola,El Fuerte,170.18,145,177.8,Orthodox,1989-04-28,17,5,2,NULL,http://ufcstats.com/fighter-details/be0b310a12eb80b4
Javid,Basharat,The Snow Leopard,175.26,135,175.26,Orthodox,1995-09-07,14,1,0,1,http://ufcstats.com/fighter-details/bbab3baf66128ae2
Farid,Basharat,Ferocious,172.72,135,180.34,Orthodox,1997-08-02,12,0,0,NULL,http://ufcstats.com/fighter-details/a09ed60aa67a3f67
Austin,Bashi,NULL,167.64000000000001,145,177.8,Orthodox,2001-09-29,13,0,0,NULL,http://ufcstats.com/fighter-details/d3f89fa685bd8420
Stephen,Bass,Bigfish,175.26,145,NULL,Orthodox,1982-11-14,11,2,0,NULL,http://ufcstats.com/fighter-details/1cecc8fe6748a532
Sean,Bassett,NULL,NULL,155,NULL,,NULL,0,4,0,NULL,http://ufcstats.com/fighter-details/2c733e059462c1dc
Ryan,Bastianelli,Relentless,165.1,135,NULL,,NULL,6,7,0,1,http://ufcstats.com/fighter-details/29508aff4d93cbbe
Shayna,Baszler,The Queen of Spades,170.18,135,NULL,Orthodox,1980-08-08,15,11,0,NULL,http://ufcstats.com/fighter-details/8ef4a91ac694b7ce
Michel,Batista,NULL,190.5,260,NULL,Orthodox,1984-04-20,4,1,0,1,http://ufcstats.com/fighter-details/34218661c44ed55d
Bryan,Battle,The Butcher,185.42,170,195.58,Orthodox,1994-09-21,11,2,0,1,http://ufcstats.com/fighter-details/f626118b6da0e020
Alan,Baudot,The Black Samourai,190.5,243,200.66,Orthodox,1988-02-01,8,3,0,2,http://ufcstats.com/fighter-details/c9a94278df042f46
Mario,Bautista,NULL,175.26,135,175.26,Switch,1993-07-01,14,2,0,NULL,http://ufcstats.com/fighter-details/bc711b6dd95c1af6
Chris,Beal,Real Deal,170.18,125,175.26,Orthodox,1985-08-06,10,5,0,NULL,http://ufcstats.com/fighter-details/55f446032177b119
Donovan,Beard,The Highlight Reel,187.96,185,198.12,Orthodox,1989-11-05,7,2,0,NULL,http://ufcstats.com/fighter-details/3a6ac598320ca7f2
Rudy,Bears,NULL,180.34,170,NULL,Southpaw,NULL,16,15,0,NULL,http://ufcstats.com/fighter-details/74f13066b1417ef3
Salvador,Becerra,NULL,175.26,155,NULL,,NULL,5,2,0,NULL,http://ufcstats.com/fighter-details/4fd76e7ba8313457
Ariel,Beck,NULL,167.64000000000001,125,167.64,Southpaw,1990-09-16,4,5,0,NULL,http://ufcstats.com/fighter-details/b96939f2b8d88e82
Jeff,Bedard,Little Popeye,167.64000000000001,145,NULL,Orthodox,1970-02-06,13,3,0,NULL,http://ufcstats.com/fighter-details/93bf96be327fcd98
Eric,Bedard,Lucky Strikes,187.96,239,NULL,,1984-09-11,6,7,0,NULL,http://ufcstats.com/fighter-details/ce05955c26c3c090
Johnny,Bedford,Brutal,177.8,135,180.34,Orthodox,1983-01-06,21,13,1,1,http://ufcstats.com/fighter-details/ffc3e6daaa6da0b7
Rolando,Bedoya,The Machine,180.34,155,187.96,Orthodox,1997-01-13,14,4,0,NULL,http://ufcstats.com/fighter-details/40a456a25d52ee65
Chase,Beebe,NULL,170.18,135,170.18,Orthodox,1985-03-29,24,13,1,NULL,http://ufcstats.com/fighter-details/b16a7e6a627e9789
Lyle,Beerbohm,Fancy Pants,177.8,155,NULL,Southpaw,1979-02-05,24,3,0,NULL,http://ufcstats.com/fighter-details/babc6b5745335f18
Allan,Begosso,Mini,165.1,135,167.64,Orthodox,1995-11-23,7,2,1,NULL,http://ufcstats.com/fighter-details/d6ed764f8b78d32a
Mirsad,Bektic,NULL,172.72,145,177.8,Orthodox,1991-02-16,13,4,0,NULL,http://ufcstats.com/fighter-details/cbd3e590a85b18c5
Diana,Belbita,The Warrior Princess,170.18,115,172.72,Orthodox,1996-06-26,15,9,0,NULL,http://ufcstats.com/fighter-details/d7e40dca3ae125be
Alan,Belcher,The Talent,187.96,185,190.5,Orthodox,1984-04-24,18,8,0,NULL,http://ufcstats.com/fighter-details/4130a743d9d22163
Vitor,Belfort,The Phenom,182.88,185,187.96,Southpaw,1977-04-01,26,14,0,1,http://ufcstats.com/fighter-details/0ee783aa00e468f0
Yousri,Belgaroui,NULL,195.57999999999998,185,200.66,Orthodox,1992-06-02,8,3,0,NULL,http://ufcstats.com/fighter-details/7674b836ce0698a0
Rodolfo,Bellato,Trator,190.5,205,195.58,Orthodox,1996-02-05,12,2,0,NULL,http://ufcstats.com/fighter-details/69898645d600abdb
Danilo,Belluardo,Caterpillar,182.88,155,187.96,Southpaw,1994-07-21,12,5,0,NULL,http://ufcstats.com/fighter-details/c3f6db17cea09ca7
Joey,Beltran,The Mexicutioner,185.42,185,190.5,Orthodox,1981-12-08,17,14,0,1,http://ufcstats.com/fighter-details/46baf0f57edfa4df
Marco,Beltran,Psycho,172.72,125,175.26,Orthodox,1986-05-18,8,6,0,NULL,http://ufcstats.com/fighter-details/ec71a892fada28c7
Joseph,Benavidez,NULL,162.56,125,165.1,Southpaw,1984-07-31,28,8,0,NULL,http://ufcstats.com/fighter-details/80eacd4da0617c57
Mike,Bencic,Batman,182.88,215,NULL,Orthodox,NULL,1,2,0,NULL,http://ufcstats.com/fighter-details/a71feb7ea7592a71
Dave,Beneteau,Dangerous,187.96,250,NULL,Orthodox,NULL,6,5,1,NULL,http://ufcstats.com/fighter-details/9fd1f08dd4aec14a
Karla,Benitez,NULL,160.02,113,NULL,,NULL,14,11,1,1,http://ufcstats.com/fighter-details/6104730621ff318d
Gabriel,Benitez,Moggly,172.72,155,180.34,Southpaw,1988-06-15,23,13,0,NULL,http://ufcstats.com/fighter-details/436f970c9ea9169c
Charles,Bennett,Krazy Horse,172.72,155,NULL,Orthodox,1979-11-23,30,33,2,NULL,http://ufcstats.com/fighter-details/8dc4f34c1f50d00d
Josh,Bennett,NULL,193.04,259,NULL,Orthodox,NULL,11,14,0,NULL,http://ufcstats.com/fighter-details/c3ac8d0da7b05772
DeAnna,Bennett,The Argentine Assassin,162.56,125,172.72,Orthodox,1984-11-18,8,3,1,NULL,http://ufcstats.com/fighter-details/404ecb2700844072
Benjamin,Bennett,Mr. Alaska,182.88,170,185.42,Switch,1994-05-08,7,1,0,NULL,http://ufcstats.com/fighter-details/7030c27fc9778964
Lance,Benoist,NULL,180.34,170,182.88,Southpaw,1988-08-26,7,2,0,NULL,http://ufcstats.com/fighter-details/5431dccc09118234
Joe,Benoit,NULL,175.26,170,NULL,Orthodox,1982-03-12,11,4,0,NULL,http://ufcstats.com/fighter-details/a30f6d375dea5f9b
Ryan,Benoit,Baby Face,165.1,125,172.72,Orthodox,1989-08-25,10,8,0,NULL,http://ufcstats.com/fighter-details/20999e27ddd94bda
Pat,Benson,NULL,175.26,155,NULL,,NULL,3,5,3,NULL,http://ufcstats.com/fighter-details/a25f3dc0df974597
Len,Bentley,NULL,175.26,155,NULL,,1982-11-30,10,6,0,NULL,http://ufcstats.com/fighter-details/592d23aed850e652
Steve,Berger,The Red Nosed Pitbull,180.34,170,NULL,Orthodox,1973-05-20,21,23,2,1,http://ufcstats.com/fighter-details/21b1132949f2a9b0
Kenneth,Bergh,NULL,187.96,205,187.96,Orthodox,1989-06-26,8,0,0,1,http://ufcstats.com/fighter-details/aa8189053b3a8994
Bret,Bergmark,The Angry Hick,175.26,170,NULL,,1973-11-24,6,1,1,NULL,http://ufcstats.com/fighter-details/2891c9f7b26b26fc
Keith,Berish,Sha Bang Bang,182.88,205,NULL,Orthodox,1985-11-14,5,1,0,1,http://ufcstats.com/fighter-details/e3779ef06e98f185
Dennis,Bermudez,The Menace,167.64000000000001,155,167.64,Orthodox,1986-12-13,17,9,0,NULL,http://ufcstats.com/fighter-details/6f242453c91a5af0
Manny,Bermudez,The Bermudez Triangle,177.8,145,180.34,Orthodox,1994-07-16,14,2,0,NULL,http://ufcstats.com/fighter-details/2dc1bc1a02961656
Talita,Bernardo,NULL,162.56,135,172.72,Orthodox,1987-03-04,6,4,0,NULL,http://ufcstats.com/fighter-details/5b2325cd70dbe2ea
Dave,Berry,NULL,NULL,NULL,NULL,,NULL,0,1,0,NULL,http://ufcstats.com/fighter-details/b3bbe88fecd6a0d2
Keith,Berry,NULL,185.42,185,NULL,,1987-10-25,15,14,1,1,http://ufcstats.com/fighter-details/0b935b9bbbe5fc07
Dieusel,Berto,NULL,175.26,200,NULL,,NULL,0,3,0,NULL,http://ufcstats.com/fighter-details/0db70ca89e1c7374
Edson,Berto,Little Tiger,167.64000000000001,155,NULL,Orthodox,1983-07-05,17,12,1,NULL,http://ufcstats.com/fighter-details/66766984842c13dc
Allen,Berube,Monstah Lobstah,172.72,155,NULL,Orthodox,1974-08-25,4,3,0,NULL,http://ufcstats.com/fighter-details/aebfb84d1f6d2d8c
Anton,Berzin,The Body Snatcher,187.96,205,NULL,Orthodox,1989-09-29,5,1,0,NULL,http://ufcstats.com/fighter-details/8ba8e8d7eafa7267
Scott,Bessac,NULL,193.04,245,NULL,,NULL,4,6,0,NULL,http://ufcstats.com/fighter-details/3f24c96753dbd9f9
Matt,Bessette,The Mangler,177.8,145,177.8,Orthodox,1984-12-28,22,9,0,1,http://ufcstats.com/fighter-details/0b8d512c79b4baf3
Khadzhi,Bestaev,Best,198.12,185,193.04,,1988-07-16,10,4,0,NULL,http://ufcstats.com/fighter-details/e05f4ce199baca91
Fernando,Bettega,NULL,NULL,170,NULL,,1980-03-10,7,5,0,NULL,http://ufcstats.com/fighter-details/a524710c3ef918fa
Arjan,Bhullar,NULL,185.42,245,190.5,Orthodox,1986-05-13,9,1,0,NULL,http://ufcstats.com/fighter-details/7e511f8d842a109d
KB,Bhullar,The Bengal,193.04,185,198.12,Switch,1991-10-12,8,2,0,NULL,http://ufcstats.com/fighter-details/9cd047a828dd7515
Bibulatov,Magomed,Chaborz,165.1,125,165.1,Orthodox,1988-08-22,14,2,0,NULL,http://ufcstats.com/fighter-details/87f19d19f4cb73f8
David,Bielkheden,NULL,177.8,155,180.34,Orthodox,1979-06-06,24,12,0,NULL,http://ufcstats.com/fighter-details/1efa064872f089d0
Blake,Bilder,El Animal,172.72,145,172.72,Switch,1990-07-12,8,2,1,NULL,http://ufcstats.com/fighter-details/5095b0920a3602aa
Jonas,Bilharinho,NULL,180.34,145,190.5,Switch,1990-05-22,9,1,1,NULL,http://ufcstats.com/fighter-details/ebbf571f349e79d9
Jeremiah,Billington,NULL,175.26,205,NULL,Orthodox,1977-11-14,11,2,0,NULL,http://ufcstats.com/fighter-details/b3b6e80b7d5f8f0d
Scott,Bills,NULL,177.8,170,NULL,,NULL,7,9,1,NULL,http://ufcstats.com/fighter-details/53f02bbc41d99432
Anthony,Birchak,El Toro,172.72,135,175.26,Orthodox,1986-05-16,16,8,0,NULL,http://ufcstats.com/fighter-details/c5a126ace82a6025
Chris,Birchler,The Big Buck,190.5,205,NULL,Switch,1987-06-05,7,4,0,NULL,http://ufcstats.com/fighter-details/8a22c6b4d29880a3
Angad,Bisht,NULL,170.18,125,170.18,Orthodox,1995-06-05,10,3,0,NULL,http://ufcstats.com/fighter-details/7b4ae3fd439a05b6
Michael,Bisping,The Count,185.42,185,190.5,Orthodox,1979-02-28,30,9,0,NULL,http://ufcstats.com/fighter-details/2b93ebd9f5417ad2
Amaury,Bitetti,NULL,175.26,185,NULL,Orthodox,NULL,5,2,0,NULL,http://ufcstats.com/fighter-details/7a359ef685a304a7
Caio,Bittencourt,Leao,182.88,185,190.5,Orthodox,1991-05-22,14,7,0,NULL,http://ufcstats.com/fighter-details/a653cb5eb4b39339
Davi,Bittencourt,The Black,165.1,135,165.1,Orthodox,1994-10-12,14,4,0,NULL,http://ufcstats.com/fighter-details/dd6ec6f941c3a414
Simon,Biyong,NULL,NULL,205,NULL,,1991-04-05,7,1,0,NULL,http://ufcstats.com/fighter-details/27ab7257bf6a3b65
Jan,Blachowicz,NULL,187.96,205,198.12,Orthodox,1983-02-24,29,10,1,NULL,http://ufcstats.com/fighter-details/99df7d0a2a08a8a8
Jason,Black,The Black Legion,172.72,155,NULL,Orthodox,1972-07-15,23,4,1,NULL,http://ufcstats.com/fighter-details/b2f743746e8dcfa2
Brad,Blackburn,Bad Brad,177.8,170,185.42,Orthodox,1977-05-25,18,13,1,1,http://ufcstats.com/fighter-details/7e69a4b0961aa555
Jason,Blackford,NULL,NULL,NULL,NULL,,NULL,3,3,0,NULL,http://ufcstats.com/fighter-details/619d807fa54ae8f7
Tom,Blackledge,NULL,NULL,205,NULL,Orthodox,NULL,10,7,0,NULL,http://ufcstats.com/fighter-details/2adb11835acd815b
Sherrard,Blackledge,The Thriller,180.34,155,190.5,Orthodox,1993-08-16,5,1,0,NULL,http://ufcstats.com/fighter-details/0e5c79b3594ff0ad
Da'Mon,Blackshear,The Monster,177.8,135,182.88,Switch,1994-08-12,14,7,1,NULL,http://ufcstats.com/fighter-details/da22387a0407a2dc
Erin,Blanchfield,Cold Blooded,162.56,125,167.64,Orthodox,1999-05-04,12,2,0,NULL,http://ufcstats.com/fighter-details/669970f7feba8ecd
